"Timestamp","Observer","Date.Observed","Species","PlantNumber","Notes","leaf.breaking.buds.observed","leaf.breaking.buds.intensity","leaf.present.observed","leaf.present.intensity","leaf.increasing.observed","leaf.increasing.intensity","leaf.color.observed","leaf.color.intensity","leaf.falling.observed","flower.buds.observed","flower.buds.intensity","flower.open.observed","flower.open.intensity","flower.pollen.observed","flower.pollen.intensity","fruit.present.observed","fruit.present.intensity","fruit.ripe.observed","fruit.ripe.intensity","fruit.drop.observed","fruit.drop.intensity","Collection","Year"
2024-03-03,"Goldstein",2024-03-04,"Ulmus chenmoui","30-2022*3","","Yes","11-100","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Heuser",2024-03-04,"Ulmus castaneifolia","46-95*2","This tree was cut down in April, 2023.","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Zibrat",2024-03-02,"Ulmus davidiana","22-2008*3","","No","","No","","No","","No","","No","Yes","11-100","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-02,"Zibrat",2024-03-04,"Ulmus spp.","122-2001*3","","No","","No","","No","","No","","No","Yes","1,001-10,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Zibrat",2024-03-04,"Ulmus parvifolia","173-2004*2","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-02,"Zibrat",2024-03-04,"Ulmus gaussenii","14-2008*1","","No","","No","","No","","No","","No","Yes","101-1,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-02,"Zibrat",2024-03-04,"Ulmus szechuanica","429-84*3","","No","","No","","No","","No","","No","Yes",">10,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Zibrat",2024-03-02,"Ulmus lamellosa","537-76*3","","No","","No","","No","","No","","No","Yes","1,001-10,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Zibrat",2024-03-02,"Ulmus lamellosa","51-95*1","","No","","No","","No","","No","","No","Yes","101-1,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Zibrat",2024-03-02,"Ulmus macrocarpa","589-54*2","","No","","No","","No","","No","","No","Yes",">10,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Zibrat",2024-03-02,"Ulmus spp.","395-2013*2","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Zibrat",2024-03-02,"Ulmus thomasii","201-2013*1","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Zibrat",2024-03-02,"Ulmus thomasii","198-2013*1","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Zibrat",2024-03-02,"Ulmus spp.","205-2008*3","","No","","No","","No","","No","","No","Yes","101-1,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Zibrat",2024-03-02,"Ulmus davidiana","61-2003*1","","No","","No","","No","","No","","No","Yes","101-1,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Zibrat",2024-03-02,"Ulmus spp.","205-2008*1","","No","","No","","No","","No","","No","Yes","101-1,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-04,"Zibrat",2024-03-02,"Ulmus spp.","205-2008*2","","No","","No","","No","","No","","No","Yes","101-1,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus spp.","122-2001*3","","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes",">95%","Yes","Lots","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus parvifolia","173-2004*2","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus davidiana","22-2008*3","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus gaussenii","14-2008*1","because this is my first visit of 2024, it is difficult to determine if blooms are just starting to bloom, to starting to fade","Yes","101-1,000","No","","No","","No","","No","Yes","1,001-10,000","Yes","50-74%","No","","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus szechuanica","429-84*3","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus lamellosa","537-76*3","Because this is the first visit of 2024, it is difficult to know if the blooms have just started, or are beginning to fade. Blooms might have been affected by cold weather, appear dry","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes","","No","","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus lamellosa","51-95*1","First visit of 2024, difficult to determine if blooms have just started, or are starting to fade.","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes","50-74%","Yes","Little","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus macrocarpa","589-54*2","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus spp.","395-2013*2","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus thomasii","201-2013*1","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus thomasii","198-2013*1","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus davidiana","61-2003*1","","No","","No","","No","","No","","No","Yes",">10,000","Yes",">95%","No","","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus spp.","205-2008*3","","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes","75-94%","Yes","Some","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus spp.","205-2008*2","","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes","75-94%","Yes","Some","No","","No","","No","","Ulmus","2024"
2024-03-05,"Cecala",2024-03-04,"Ulmus spp.","205-2008*1","","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes","75-94%","Did not look for","","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus davidiana","22-2008*3","","No","","No","","No","","No","","No","Yes","1,001-10,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus spp.","122-2001*3","","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes","50-74%","Yes","Lots","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus parvifolia","173-2004*2","","No","","No","","No","","No","","No","Yes","1,001-10,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus gaussenii","14-2008*1","","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes","50-74%","Yes","Some","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus szechuanica","429-84*3","","No","","No","","No","","No","","No","Yes",">10,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus lamellosa","537-76*3","","No","","No","","No","","No","","No","Yes","1,001-10,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus lamellosa","51-95*1","","No","","No","","No","","No","","No","Yes","101-1,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus macrocarpa","589-54*2","","No","","No","","No","","No","","No","Yes",">10,000","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus spp.","395-2013*2","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus thomasii","201-2013*1","","No","","No","","No","","No","","No","Yes","11-100","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus thomasii","198-2013*1","","No","","No","","No","","No","","No","Yes","11-100","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus spp.","205-2008*3","","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes","<5%","Yes","Some","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus davidiana","61-2003*1","","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes","25-49%","Yes","Some","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus spp.","205-2008*1","","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes","<5%","Yes","Some","No","","No","","No","","Ulmus","2024"
2024-03-06,"Zibrat",2024-03-06,"Ulmus spp.","205-2008*2","","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes","<5%","Yes","Some","No","","No","","No","","Ulmus","2024"
2024-03-07,"Garvey",2024-03-07,"Ulmus chenmoui","49-95*5","","No","","No","","No","","No","","No","Yes","1,001-10,000","Yes","<5%","No","","No","","No","","No","","Ulmus","2024"
2024-03-07,"Garvey",2024-03-07,"Ulmus davidiana","495-2004*4","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-07,"Garvey",2024-03-07,"Ulmus davidiana","495-2004*5","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-07,"Garvey",2024-03-07,"Ulmus davidiana","495-2004*6","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
2024-03-07,"Garvey",2024-03-07,"Ulmus parvifolia","634-2006*1","","No","","No","","No","","No","","No","No","","No","","No","","No","","No","","No","","Ulmus","2024"
